Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
RÍO CUARTO_Córdoba,2020,37,"21,89","8,61","966,87","0,00","47,14"
RÍO CUARTO_Córdoba,2020,38,"22,87","5,69","969,16","0,00","31,29"
RÍO CUARTO_Córdoba,2020,39,"25,49","10,94","964,77","0,20","44,29"
RÍO CUARTO_Córdoba,2020,40,"22,11","7,83","965,39","0,00","43,57"
RÍO CUARTO_Córdoba,2020,41,"25,24","9,34","966,69","0,00","32,29"
RÍO CUARTO_Córdoba,2020,42,"32,26","15,53","963,76","0,00","38,14"
RÍO CUARTO_Córdoba,2020,43,"21,27","12,64","966,50","10,71","83,29"
RÍO CUARTO_Córdoba,2020,44,"24,47","9,74","968,44","1,00","47,71"
RÍO CUARTO_Córdoba,2020,45,"28,47","15,50","966,06","0,14","45,00"
RÍO CUARTO_Córdoba,2020,46,"27,17","14,10","964,19","10,14","64,29"
RÍO CUARTO_Córdoba,2020,47,"28,39","14,56","965,09","1,57","49,14"
RÍO CUARTO_Córdoba,2020,48,"29,93","17,80","962,39","0,86","54,43"
RÍO CUARTO_Córdoba,2020,49,"27,11","13,46","967,04","1,43","50,14"
RÍO CUARTO_Córdoba,2020,50,"33,44","17,69","960,79","0,00","40,00"
RÍO CUARTO_Córdoba,2020,51,"30,84","15,10","960,46","3,57","36,29"
RÍO CUARTO_Córdoba,2020,52,"33,83","18,87","962,57","1,79","43,00"
RÍO CUARTO_Córdoba,2020,53,"29,54","15,87","963,16","3,43","56,57"
RÍO CUARTO_Córdoba,2021,1,"28,66","16,10","961,74","4,57","59,86"
RÍO CUARTO_Córdoba,2021,2,"26,54","15,93","963,76","4,59","62,00"
RÍO CUARTO_Córdoba,2021,3,"31,56","18,79","965,20","0,00","50,71"
RÍO CUARTO_Córdoba,2021,4,"26,50","17,03","959,14","22,04","77,57"
RÍO CUARTO_Córdoba,2021,5,"25,79","14,93","966,30","3,43","71,29"
RÍO CUARTO_Córdoba,2021,6,"25,60","15,53","965,00","1,29","79,57"
RÍO CUARTO_Córdoba,2021,7,"26,91","16,33","964,10","2,00","67,57"
RÍO CUARTO_Córdoba,2021,8,"28,56","17,57","964,46","4,57","66,57"
RÍO CUARTO_Córdoba,2021,9,"29,06","18,60","963,61","0,00","75,86"
RÍO CUARTO_Córdoba,2021,10,"26,70","16,97","965,14","6,00","74,14"
RÍO CUARTO_Córdoba,2021,11,"21,57","13,51","966,77","7,14","77,71"
RÍO CUARTO_Córdoba,2021,12,"23,24","13,74","966,54","2,63","71,86"
RÍO CUARTO_Córdoba,2021,13,"25,56","12,90","966,64","0,00","64,43"
RÍO CUARTO_Córdoba,2021,14,"24,23","14,76","963,73","8,29","79,43"
RÍO CUARTO_Córdoba,2021,15,"27,36","13,19","965,77","0,00","62,57"
RÍO CUARTO_Córdoba,2021,16,"22,29","13,44","965,96","2,00","77,43"
RÍO CUARTO_Córdoba,2021,17,"25,46","10,07","966,14","0,00","57,71"
RÍO CUARTO_Córdoba,2021,18,"17,97","7,20","972,37","0,00","63,00"
RÍO CUARTO_Córdoba,2021,19,"20,89","5,01","970,14","0,00","59,86"
RÍO CUARTO_Córdoba,2021,20,"17,80","9,29","965,13","1,93","71,86"
RÍO CUARTO_Córdoba,2021,21,"20,81","5,43","964,80","0,00","50,29"
RÍO CUARTO_Córdoba,2021,22,"20,67","7,94","965,43","0,00","57,67"
RÍO CUARTO_Córdoba,2021,23,"20,21","5,69","966,93","0,00","65,43"
RÍO CUARTO_Córdoba,2021,24,"9,69","2,89","976,06","1,57","77,43"
RÍO CUARTO_Córdoba,2021,25,"14,64","5,59","967,43","0,14","72,14"
RÍO CUARTO_Córdoba,2021,26,"16,04","1,03","972,24","0,00","48,00"
RÍO CUARTO_Córdoba,2021,27,"20,31","6,23","965,61","0,50","63,29"
RÍO CUARTO_Córdoba,2021,28,"16,67","4,87","970,34","0,00","48,14"
RÍO CUARTO_Córdoba,2021,29,"19,59","3,96","966,41","0,00","48,00"
RÍO CUARTO_Córdoba,2021,30,"16,23","0,31","975,67","0,00","41,86"
RÍO CUARTO_Córdoba,2021,31,"21,23","6,44","970,44","0,01","45,29"
RÍO CUARTO_Córdoba,2021,32,"17,01","2,63","973,80","0,00","42,00"
RÍO CUARTO_Córdoba,2021,33,"21,80","8,86","960,71","0,00","49,00"
RÍO CUARTO_Córdoba,2021,34,"20,97","5,43","966,70","0,00","36,00"
RÍO CUARTO_Córdoba,2021,35,"22,39","11,76","964,90","2,00","76,14"
RÍO CUARTO_Córdoba,2021,36,"18,94","8,49","964,33","2,16","67,14"
RÍO CUARTO_Córdoba,2021,37,"24,71","8,64","966,37","2,57","41,29"
RÍO CUARTO_Córdoba,2021,38,"22,09","8,87","970,44","0,00","55,29"
RÍO CUARTO_Córdoba,2021,39,"21,09","9,44","965,50","0,00","53,14"
RÍO CUARTO_Córdoba,2021,40,"22,29","8,17","967,50","0,01","47,57"
RÍO CUARTO_Córdoba,2021,41,"24,36","9,21","966,04","5,59","53,14"
RÍO CUARTO_Córdoba,2021,42,"27,50","12,36","965,14","2,29","40,71"
RÍO CUARTO_Córdoba,2021,43,"32,87","16,61","965,24","5,29","44,43"
RÍO CUARTO_Córdoba,2021,44,"21,50","10,29","967,74","1,14","68,57"
RÍO CUARTO_Córdoba,2021,45,"27,67","14,34","965,16","5,86","59,57"
RÍO CUARTO_Córdoba,2021,46,"29,64","13,14","964,26","0,57","43,43"
RÍO CUARTO_Córdoba,2021,47,"30,54","15,77","961,51","4,57","46,29"
RÍO CUARTO_Córdoba,2021,48,"27,41","15,51","964,43","4,01","61,57"
RÍO CUARTO_Córdoba,2021,49,"26,76","16,71","963,44","5,57","72,29"
RÍO CUARTO_Córdoba,2021,50,"29,50","16,30","964,63","1,29","54,14"
RÍO CUARTO_Córdoba,2021,51,"32,37","19,30","963,27","2,57","51,14"
RÍO CUARTO_Córdoba,2021,52,"34,00","19,56","960,54","0,60","47,40"
RÍO SECO_Córdoba,2019,1,"32,15","19,95","969,20","9,83","76,33"
RÍO SECO_Córdoba,2019,2,"26,73","17,91","971,20","3,86","84,86"
RÍO SECO_Córdoba,2019,3,"27,03","14,80","975,99","4,29","83,00"
RÍO SECO_Córdoba,2019,4,"35,11","22,46","971,63","4,57","77,00"
RÍO SECO_Córdoba,2019,5,"29,83","21,29","974,00","2,86","82,00"
RÍO SECO_Córdoba,2019,6,"30,84","15,47","972,66","4,00","77,71"
RÍO SECO_Córdoba,2019,7,"26,94","14,39","976,89","3,71","77,71"
RÍO SECO_Córdoba,2019,8,"34,71","20,19","968,27","0,00","69,00"
RÍO SECO_Córdoba,2019,9,"28,76","15,77","973,86","4,14","74,14"
RÍO SECO_Córdoba,2019,10,"26,77","17,30","975,09","4,07","87,14"
RÍO SECO_Córdoba,2019,11,"25,67","14,89","974,94","3,43","85,43"
RÍO SECO_Córdoba,2019,12,"24,64","12,80","977,44","0,07","80,00"
RÍO SECO_Córdoba,2019,13,"21,90","15,27","979,37","8,71","89,43"
RÍO SECO_Córdoba,2019,14,"27,41","14,00","975,23","2,43","76,00"
RÍO SECO_Córdoba,2019,15,"27,34","9,96","975,26","0,00","78,86"
RÍO SECO_Córdoba,2019,16,"24,34","15,64","975,46","0,03","82,43"
RÍO SECO_Córdoba,2019,17,"19,57","11,99","977,89","7,43","89,57"
RÍO SECO_Córdoba,2019,18,"24,40","13,73","972,90","2,43","83,43"
RÍO SECO_Córdoba,2019,19,"21,11","11,54","976,49","3,43","87,43"
RÍO SECO_Córdoba,2019,20,"21,60","6,17","980,03","0,00","82,29"
RÍO SECO_Córdoba,2019,21,"18,61","6,54","977,49","0,53","83,00"
RÍO SECO_Córdoba,2019,22,"17,00","7,30","976,74","0,07","89,57"
RÍO SECO_Córdoba,2019,23,"22,19","3,59","977,41","0,00","79,00"
RÍO SECO_Córdoba,2019,24,"18,03","11,01","975,07","0,79","88,29"
RÍO SECO_Córdoba,2019,25,"20,99","6,10","977,76","0,00","77,43"
RÍO SECO_Córdoba,2019,26,"18,44","3,07","972,20","0,00","75,00"
RÍO SECO_Córdoba,2019,27,"16,40","-1,21","980,97","0,00","71,29"
RÍO SECO_Córdoba,2019,28,"20,74","5,00","976,31","0,00","75,86"
RÍO SECO_Córdoba,2019,29,"22,70","6,04","975,63","0,00","73,14"
RÍO SECO_Córdoba,2019,30,"14,07","3,84","983,81","5,14","74,71"
RÍO SECO_Córdoba,2019,31,"22,44","2,37","981,19","0,00","66,29"
RÍO SECO_Córdoba,2019,32,"20,64","3,57","978,59","0,00","53,43"
RÍO SECO_Córdoba,2019,33,"20,17","1,86","981,47","0,00","68,00"
RÍO SECO_Córdoba,2019,34,"20,77","1,73","982,89","0,00","74,14"
RÍO SECO_Córdoba,2019,35,"25,71","8,46","976,40","0,00","63,29"
RÍO SECO_Córdoba,2019,36,"19,41","1,61","980,29","0,57","64,86"
RÍO SECO_Córdoba,2019,37,"22,97","5,36","975,66","0,00","75,29"
RÍO SECO_Córdoba,2019,38,"24,54","5,69","977,76","0,00","47,57"
RÍO SECO_Córdoba,2019,39,"31,46","8,31","976,81","0,00","56,57"
RÍO SECO_Córdoba,2019,40,"23,91","11,39","975,67","1,17","61,86"
RÍO SECO_Córdoba,2019,41,"34,19","15,00","970,49","3,43","61,71"
RÍO SECO_Córdoba,2019,42,"19,76","9,57","980,73","0,86","80,57"
RÍO SECO_Córdoba,2019,43,"30,60","13,43","972,49","0,00","63,71"
RÍO SECO_Córdoba,2019,44,"26,79","16,56","970,87","0,57","69,71"
RÍO SECO_Córdoba,2019,45,"30,91","14,76","972,81","1,00","67,14"
RÍO SECO_Córdoba,2019,46,"34,41","17,54","971,99","1,29","58,86"
RÍO SECO_Córdoba,2019,47,"32,59","18,33","973,06","4,71","66,00"
RÍO SECO_Córdoba,2019,48,"29,87","15,13","971,40","3,71","62,29"
RÍO SECO_Córdoba,2019,49,"28,73","13,33","973,63","3,86","67,43"
RÍO SECO_Córdoba,2019,50,"33,39","17,43","970,59","6,57","60,43"
RÍO SECO_Córdoba,2019,51,"31,31","15,16","972,56","0,00","58,86"
RÍO SECO_Córdoba,2019,52,"34,60","19,74","970,09","2,14","59,57"
RÍO SECO_Córdoba,2020,1,"33,47","18,17","971,97","3,14","62,29"
RÍO SECO_Córdoba,2020,2,"32,67","18,86","969,77","0,00","63,57"
RÍO SECO_Córdoba,2020,3,"34,33","19,44","972,61","0,29","60,43"
RÍO SECO_Córdoba,2020,4,"34,00","20,31","971,61","12,43","70,71"
RÍO SECO_Córdoba,2020,5,"31,24","16,07","972,97","2,00","68,71"
RÍO SECO_Córdoba,2020,6,"30,41","19,76","972,51","21,14","77,86"
RÍO SECO_Córdoba,2020,7,"30,26","18,60","972,39","0,00","78,29"
RÍO SECO_Córdoba,2020,8,"26,96","13,97","976,46","0,43","69,29"
RÍO SECO_Córdoba,2020,9,"30,44","12,80","975,19","3,00","73,14"
RÍO SECO_Córdoba,2020,10,"33,64","14,13","973,70","0,00","70,00"
RÍO SECO_Córdoba,2020,11,"32,63","18,71","972,76","2,00","73,86"
RÍO SECO_Córdoba,2020,12,"28,04","14,56","974,17","1,14","80,43"
RÍO SECO_Córdoba,2020,13,"28,67","16,31","973,87","5,87","75,86"
RÍO SECO_Córdoba,2020,14,"25,66","14,34","975,79","6,06","79,43"
RÍO SECO_Córdoba,2020,15,"23,24","8,91","980,43","0,86","70,86"
RÍO SECO_Córdoba,2020,16,"26,26","6,93","979,70","0,00","76,14"
RÍO SECO_Córdoba,2020,17,"28,27","14,30","974,33","8,00","74,14"
RÍO SECO_Córdoba,2020,18,"22,29","12,69","978,39","0,71","82,86"
RÍO SECO_Córdoba,2020,19,"24,04","5,90","977,00","0,00","70,57"
RÍO SECO_Córdoba,2020,20,"24,57","6,27","977,94","0,00","62,14"
RÍO SECO_Córdoba,2020,21,"23,69","6,50","977,31","0,43","64,86"
RÍO SECO_Córdoba,2020,22,"23,11","4,84","977,26","0,00","66,29"
RÍO SECO_Córdoba,2020,23,"18,83","1,59","979,41","1,00","76,00"
RÍO SECO_Córdoba,2020,24,"20,37","3,23","975,91","0,00","74,29"
RÍO SECO_Córdoba,2020,25,"23,00","3,70","971,33","0,00","74,57"
RÍO SECO_Córdoba,2020,26,"16,53","0,73","975,91","0,00","74,14"
RÍO SECO_Córdoba,2020,27,"17,03","0,04","975,64","0,00","72,43"
RÍO SECO_Córdoba,2020,28,"15,33","-1,24","977,44","0,00","71,29"
RÍO SECO_Córdoba,2020,29,"19,59","0,67","975,94","0,00","71,86"
RÍO SECO_Córdoba,2020,30,"17,17","4,21","976,31","0,00","68,14"
RÍO SECO_Córdoba,2020,31,"21,13","-1,60","980,46","0,00","61,14"
RÍO SECO_Córdoba,2020,32,"27,19","10,66","977,66","0,00","57,43"
RÍO SECO_Córdoba,2020,33,"20,71","1,14","974,93","0,00","47,86"
RÍO SECO_Córdoba,2020,34,"21,04","-0,49","980,60","0,00","48,14"
RÍO SECO_Córdoba,2020,35,"23,87","7,63","972,77","0,29","65,14"
RÍO SECO_Córdoba,2020,36,"17,90","5,09","981,47","0,71","70,29"
RÍO SECO_Córdoba,2020,37,"25,13","7,80","976,01","0,00","56,14"
RÍO SECO_Córdoba,2020,38,"25,37","5,00","979,24","0,00","45,43"
RÍO SECO_Córdoba,2020,39,"29,69","7,60","974,16","0,00","54,29"
RÍO SECO_Córdoba,2020,40,"25,83","10,67","973,81","0,00","50,29"
RÍO SECO_Córdoba,2020,41,"28,91","6,97","976,04","0,00","52,71"
RÍO SECO_Córdoba,2020,42,"31,17","12,36","974,44","0,29","55,43"
RÍO SECO_Córdoba,2020,43,"25,50","15,43","973,54","8,91","78,43"
RÍO SECO_Córdoba,2020,44,"27,06","7,34","977,70","0,00","52,71"
RÍO SECO_Córdoba,2020,45,"30,23","10,33","976,14","0,57","52,57"
RÍO SECO_Córdoba,2020,46,"28,60","15,19","973,34","9,29","68,71"
RÍO SECO_Córdoba,2020,47,"29,23","12,76","974,76","0,61","61,29"
RÍO SECO_Córdoba,2020,48,"33,77","19,13","970,43","1,14","60,00"
RÍO SECO_Córdoba,2020,49,"27,29","13,57","976,59","5,71","64,86"
RÍO SECO_Córdoba,2020,50,"34,10","15,11","970,94","0,00","48,71"
RÍO SECO_Córdoba,2020,51,"32,93","14,11","969,74","4,24","51,86"
RÍO SECO_Córdoba,2020,52,"34,37","15,39","972,81","1,57","56,29"
RÍO SECO_Córdoba,2020,53,"31,27","15,53","972,31","8,57","67,14"
RÍO SECO_Córdoba,2021,1,"30,70","16,11","970,87","2,93","68,71"
RÍO SECO_Córdoba,2021,2,"27,90","18,13","971,97","7,36","74,29"
RÍO SECO_Córdoba,2021,3,"32,76","14,44","975,00","0,00","63,29"
RÍO SECO_Córdoba,2021,4,"30,01","18,46","967,51","6,57","75,43"
RÍO SECO_Córdoba,2021,5,"26,76","14,14","975,41","1,93","74,71"
RÍO SECO_Córdoba,2021,6,"28,33","16,01","973,61","7,49","77,14"
RÍO SECO_Córdoba,2021,7,"28,69","15,53","973,79","2,43","73,71"
RÍO SECO_Córdoba,2021,8,"31,83","16,64","973,66","0,00","70,71"
RÍO SECO_Córdoba,2021,9,"32,01","18,21","973,16","0,71","72,29"
RÍO SECO_Córdoba,2021,10,"30,69","15,20","974,44","3,29","69,86"
RÍO SECO_Córdoba,2021,11,"22,76","15,04","975,70","5,29","81,71"
RÍO SECO_Córdoba,2021,12,"23,94","13,50","976,19","7,43","79,14"
RÍO SECO_Córdoba,2021,13,"25,97","11,20","976,97","0,00","76,43"
RÍO SECO_Córdoba,2021,14,"24,14","16,33","973,51","12,00","84,43"
RÍO SECO_Córdoba,2021,15,"26,71","11,01","976,74","0,00","78,86"
RÍO SECO_Córdoba,2021,16,"25,81","14,61","975,53","3,00","76,14"
RÍO SECO_Córdoba,2021,17,"25,63","5,87","977,63","0,00","73,71"
RÍO SECO_Córdoba,2021,18,"19,70","6,26","981,91","0,64","73,29"
RÍO SECO_Córdoba,2021,19,"21,49","4,34","980,80","0,00","75,00"
RÍO SECO_Córdoba,2021,20,"20,53","7,90","975,41","0,00","71,57"
RÍO SECO_Córdoba,2021,21,"23,37","3,11","975,21","0,00","58,14"
RÍO SECO_Córdoba,2021,22,"23,96","5,60","974,49","0,00","61,29"
RÍO SECO_Córdoba,2021,23,"21,51","5,14","977,89","0,00","69,71"
RÍO SECO_Córdoba,2021,24,"12,76","2,84","985,56","0,33","71,71"
RÍO SECO_Córdoba,2021,25,"17,80","2,07","977,43","0,00","72,29"
RÍO SECO_Córdoba,2021,26,"18,74","-4,67","983,69","0,00","60,14"
RÍO SECO_Córdoba,2021,27,"23,41","4,16","975,91","0,00","61,29"
RÍO SECO_Córdoba,2021,28,"19,69","3,06","979,74","0,00","56,71"
RÍO SECO_Córdoba,2021,29,"23,91","2,13","977,06","0,00","51,00"
RÍO SECO_Córdoba,2021,30,"18,86","-2,86","986,09","0,00","49,14"
RÍO SECO_Córdoba,2021,31,"24,77","0,97","980,56","0,00","55,57"
RÍO SECO_Córdoba,2021,32,"18,49","-2,17","984,59","0,00","58,00"
RÍO SECO_Córdoba,2021,33,"26,96","6,60","969,84","0,00","53,00"
RÍO SECO_Córdoba,2021,34,"22,99","1,30","976,57","0,00","46,86"
RÍO SECO_Córdoba,2021,35,"27,49","13,30","974,24","1,58","65,00"
RÍO SECO_Córdoba,2021,36,"26,13","7,09","973,47","0,17","55,57"
RÍO SECO_Córdoba,2021,37,"27,17","5,86","976,23","0,00","47,14"
RÍO SECO_Córdoba,2021,38,"25,90","8,11","979,47","0,00","52,43"
RÍO SECO_Córdoba,2021,39,"27,09","12,56","974,03","1,43","53,71"
RÍO SECO_Córdoba,2021,40,"24,90","9,50","976,49","0,00","45,14"
RÍO SECO_Córdoba,2021,41,"27,57","8,21","974,73","1,57","54,86"
RÍO SECO_Córdoba,2021,42,"30,74","8,99","974,83","1,00","44,71"
RÍO SECO_Córdoba,2021,43,"36,29","17,04","974,07","2,14","34,14"
RÍO SECO_Córdoba,2021,44,"22,73","12,09","976,09","10,71","71,71"
RÍO SECO_Córdoba,2021,45,"29,56","13,77","974,34","5,36","64,29"
RÍO SECO_Córdoba,2021,46,"29,30","10,50","974,24","0,71","54,71"
RÍO SECO_Córdoba,2021,47,"32,46","15,54","970,63","1,79","53,71"
RÍO SECO_Córdoba,2021,48,"30,74","15,30","973,10","1,00","58,43"
RÍO SECO_Córdoba,2021,49,"29,71","17,36","972,31","2,64","66,43"
RÍO SECO_Córdoba,2021,50,"31,66","17,03","973,31","0,00","62,43"
RÍO SECO_Córdoba,2021,51,"35,84","19,19","971,86","1,14","52,57"
RÍO SECO_Córdoba,2021,52,"39,04","17,86","969,58","0,00","40,80"
SAAVEDRA_Buenos Aires,2019,1,"28,15","13,55","973,18","7,67","59,00"
SAAVEDRA_Buenos Aires,2019,2,"25,67","13,34","976,36","3,71","57,57"
SAAVEDRA_Buenos Aires,2019,3,"26,64","12,83","980,73","0,00","55,14"
SAAVEDRA_Buenos Aires,2019,4,"29,79","16,50","976,17","0,60","60,29"
SAAVEDRA_Buenos Aires,2019,5,"29,40","15,41","978,59","0,54","54,86"
SAAVEDRA_Buenos Aires,2019,6,"29,89","13,97","975,50","4,71","54,14"
SAAVEDRA_Buenos Aires,2019,7,"27,03","10,86","981,43","0,00","55,14"
SAAVEDRA_Buenos Aires,2019,8,"29,71","14,71","972,87","0,00","54,57"
SAAVEDRA_Buenos Aires,2019,9,"25,11","7,56","977,44","1,43","46,14"
SAAVEDRA_Buenos Aires,2019,10,"25,34","10,46","981,14","0,86","55,43"
SAAVEDRA_Buenos Aires,2019,11,"23,97","12,57","979,70","14,14","74,86"
SAAVEDRA_Buenos Aires,2019,12,"21,36","9,06","981,74","0,29","64,00"
SAAVEDRA_Buenos Aires,2019,13,"23,04","9,21","984,74","0,57","70,14"
SAAVEDRA_Buenos Aires,2019,14,"24,26","10,03","978,21","3,86","64,71"
SAAVEDRA_Buenos Aires,2019,15,"22,70","9,34","978,91","0,00","63,71"
SAAVEDRA_Buenos Aires,2019,16,"22,47","7,77","979,59","0,00","66,71"
SAAVEDRA_Buenos Aires,2019,17,"19,11","8,21","983,36","0,43","74,71"
SAAVEDRA_Buenos Aires,2019,18,"18,80","6,29","976,74","0,14","61,00"
SAAVEDRA_Buenos Aires,2019,19,"16,69","6,76","980,31","3,77","76,00"
SAAVEDRA_Buenos Aires,2019,20,"17,19","5,67","984,56","0,86","70,86"
SAAVEDRA_Buenos Aires,2019,21,"14,40","3,54","981,53","0,57","73,29"
SAAVEDRA_Buenos Aires,2019,22,"12,96","3,59","981,47","0,79","79,29"
SAAVEDRA_Buenos Aires,2019,23,"16,69","4,76","979,33","0,00","68,29"
SAAVEDRA_Buenos Aires,2019,24,"12,46","4,37","981,60","4,50","80,00"
SAAVEDRA_Buenos Aires,2019,25,"14,74","4,70","977,61","4,00","80,14"
SAAVEDRA_Buenos Aires,2019,26,"10,26","0,49","974,64","0,64","71,71"
SAAVEDRA_Buenos Aires,2019,27,"9,44","-2,01","981,90","0,00","66,86"
SAAVEDRA_Buenos Aires,2019,28,"13,67","1,10","981,24","0,00","74,71"
SAAVEDRA_Buenos Aires,2019,29,"13,97","1,33","978,54","0,07","65,71"
SAAVEDRA_Buenos Aires,2019,30,"12,96","-1,19","988,04","0,00","59,14"
SAAVEDRA_Buenos Aires,2019,31,"15,47","2,04","981,26","0,03","55,29"
SAAVEDRA_Buenos Aires,2019,32,"15,73","-0,19","981,93","0,00","47,14"
SAAVEDRA_Buenos Aires,2019,33,"12,56","-0,33","986,91","0,00","65,86"
SAAVEDRA_Buenos Aires,2019,34,"13,99","1,96","988,36","0,07","65,86"
SAAVEDRA_Buenos Aires,2019,35,"18,41","5,53","979,94","1,14","59,71"
SAAVEDRA_Buenos Aires,2019,36,"12,91","-0,24","986,06","0,00","60,00"
SAAVEDRA_Buenos Aires,2019,37,"16,91","2,34","980,84","0,43","64,00"
SAAVEDRA_Buenos Aires,2019,38,"18,67","2,16","979,21","0,00","33,00"
SAAVEDRA_Buenos Aires,2019,39,"26,19","8,40","980,99","0,86","43,14"
SAAVEDRA_Buenos Aires,2019,40,"18,73","4,16","982,26","0,00","41,57"
SAAVEDRA_Buenos Aires,2019,41,"23,13","7,80","977,19","0,00","33,57"
SAAVEDRA_Buenos Aires,2019,42,"18,27","6,89","987,04","2,93","63,43"
SAAVEDRA_Buenos Aires,2019,43,"22,31","9,14","976,83","3,71","48,86"
SAAVEDRA_Buenos Aires,2019,44,"22,20","8,87","977,01","0,07","52,86"
SAAVEDRA_Buenos Aires,2019,45,"24,33","9,51","978,43","0,43","41,57"
SAAVEDRA_Buenos Aires,2019,46,"29,14","14,24","975,10","4,21","52,29"
SAAVEDRA_Buenos Aires,2019,47,"26,89","11,47","979,79","4,29","43,86"
SAAVEDRA_Buenos Aires,2019,48,"23,10","10,84","976,14","2,71","44,86"
SAAVEDRA_Buenos Aires,2019,49,"27,10","9,66","976,10","0,29","36,29"
SAAVEDRA_Buenos Aires,2019,50,"29,07","13,71","973,70","0,43","31,43"
SAAVEDRA_Buenos Aires,2019,51,"28,89","11,49","976,39","1,71","38,00"
SAAVEDRA_Buenos Aires,2019,52,"31,11","14,84","975,03","0,81","47,57"
SAAVEDRA_Buenos Aires,2020,1,"28,99","16,26","977,33","4,43","62,00"
SAAVEDRA_Buenos Aires,2020,2,"28,21","12,31","973,27","0,93","40,29"
SAAVEDRA_Buenos Aires,2020,3,"27,79","12,97","976,84","3,86","51,43"
SAAVEDRA_Buenos Aires,2020,4,"31,43","17,80","976,06","1,57","54,00"
SAAVEDRA_Buenos Aires,2020,5,"29,46","13,23","976,20","2,71","44,86"
SAAVEDRA_Buenos Aires,2020,6,"27,84","15,53","979,06","6,10","66,86"
SAAVEDRA_Buenos Aires,2020,7,"27,43","13,67","976,46","3,07","61,14"
SAAVEDRA_Buenos Aires,2020,8,"24,60","9,23","980,17","1,00","53,43"
SAAVEDRA_Buenos Aires,2020,9,"30,19","12,46","977,56","0,00","45,57"
SAAVEDRA_Buenos Aires,2020,10,"31,46","17,77","978,43","0,00","46,14"
SAAVEDRA_Buenos Aires,2020,11,"26,34","13,74","979,43","4,14","60,86"
SAAVEDRA_Buenos Aires,2020,12,"25,11","12,07","977,54","3,43","68,86"
SAAVEDRA_Buenos Aires,2020,13,"25,84","14,73","979,13","3,57","72,43"
SAAVEDRA_Buenos Aires,2020,14,"19,84","11,56","980,23","5,00","78,86"
SAAVEDRA_Buenos Aires,2020,15,"18,89","6,86","985,62","0,71","67,83"
SAAVEDRA_Buenos Aires,2020,16,"22,14","8,69","982,70","0,00","64,00"
SAAVEDRA_Buenos Aires,2020,17,"20,57","9,76","981,36","6,43","66,14"
SAAVEDRA_Buenos Aires,2020,18,"16,80","8,94","981,96","9,57","84,29"
SAAVEDRA_Buenos Aires,2020,19,"17,56","4,97","978,97","1,07","71,71"
SAAVEDRA_Buenos Aires,2020,20,"17,84","5,43","979,89","0,00","59,57"
SAAVEDRA_Buenos Aires,2020,21,"16,23","5,29","981,20","0,50","74,00"
SAAVEDRA_Buenos Aires,2020,22,"15,41","4,64","979,67","0,29","74,86"
SAAVEDRA_Buenos Aires,2020,23,"13,10","3,17","983,50","0,96","84,00"
SAAVEDRA_Buenos Aires,2020,24,"13,57","2,11","977,71","0,00","66,00"
SAAVEDRA_Buenos Aires,2020,25,"14,31","3,61","975,16","0,71","70,86"
SAAVEDRA_Buenos Aires,2020,26,"8,57","0,66","980,36","0,71","77,00"
SAAVEDRA_Buenos Aires,2020,27,"8,99","3,36","979,24","2,93","83,86"
SAAVEDRA_Buenos Aires,2020,28,"8,14","0,39","979,47","1,14","76,86"
SAAVEDRA_Buenos Aires,2020,29,"13,20","1,10","979,51","0,10","70,86"
SAAVEDRA_Buenos Aires,2020,30,"10,13","4,79","977,56","2,67","76,14"
SAAVEDRA_Buenos Aires,2020,31,"14,07","0,17","984,43","0,00","62,43"
SAAVEDRA_Buenos Aires,2020,32,"15,01","5,84","982,66","0,31","72,57"
SAAVEDRA_Buenos Aires,2020,33,"13,21","0,91","975,00","0,00","42,57"
SAAVEDRA_Buenos Aires,2020,34,"15,37","-1,19","982,76","0,00","45,00"
SAAVEDRA_Buenos Aires,2020,35,"16,20","3,34","978,81","1,14","65,71"
SAAVEDRA_Buenos Aires,2020,36,"13,44","1,71","987,93","0,57","60,29"
SAAVEDRA_Buenos Aires,2020,37,"17,34","3,24","980,37","1,14","54,14"
SAAVEDRA_Buenos Aires,2020,38,"18,66","2,24","981,81","0,00","38,86"
SAAVEDRA_Buenos Aires,2020,39,"19,80","6,84","980,16","3,71","57,43"
SAAVEDRA_Buenos Aires,2020,40,"15,76","3,81","981,31","0,43","55,00"
SAAVEDRA_Buenos Aires,2020,41,"18,56","4,00","979,09","2,57","58,14"
SAAVEDRA_Buenos Aires,2020,42,"25,23","10,17","979,26","2,29","55,14"
SAAVEDRA_Buenos Aires,2020,43,"18,96","9,84","982,26","4,14","69,14"
SAAVEDRA_Buenos Aires,2020,44,"21,11","5,20","982,70","0,00","50,71"
SAAVEDRA_Buenos Aires,2020,45,"25,31","10,44","982,11","0,14","55,43"
SAAVEDRA_Buenos Aires,2020,46,"25,64","13,21","978,87","1,57","63,29"
SAAVEDRA_Buenos Aires,2020,47,"27,19","10,26","979,44","2,71","48,29"
SAAVEDRA_Buenos Aires,2020,48,"26,21","13,17","976,31","8,71","51,14"
SAAVEDRA_Buenos Aires,2020,49,"25,11","8,19","980,94","0,00","41,29"
SAAVEDRA_Buenos Aires,2020,50,"28,51","12,56","974,06","2,71","38,57"
SAAVEDRA_Buenos Aires,2020,51,"27,03","10,81","972,83","3,29","45,71"
