Estacion,Año,Semana,TempMax,TempMin,Presion,Precipitacion,Humedad
SAAVEDRA_Buenos Aires,2020,52,"32,87","15,39","976,76","0,03","40,14"
SAAVEDRA_Buenos Aires,2020,53,"30,14","15,07","975,81","3,27","50,00"
SAAVEDRA_Buenos Aires,2021,1,"24,61","13,36","975,37","10,50","72,50"
SAAVEDRA_Buenos Aires,2021,2,"25,86","12,14","977,27","3,03","51,43"
SAAVEDRA_Buenos Aires,2021,3,"32,51","15,46","978,61","0,00","47,00"
SAAVEDRA_Buenos Aires,2021,4,"28,13","14,19","973,49","0,00","41,86"
SAAVEDRA_Buenos Aires,2021,5,"28,34","13,17","980,27","0,00","53,00"
SAAVEDRA_Buenos Aires,2021,6,"26,90","14,79","979,64","3,79","64,43"
SAAVEDRA_Buenos Aires,2021,7,"28,36","10,97","976,01","0,43","45,00"
SAAVEDRA_Buenos Aires,2021,8,"31,44","13,77","978,16","0,00","43,14"
SAAVEDRA_Buenos Aires,2021,9,"30,26","15,56","978,07","2,14","63,14"
SAAVEDRA_Buenos Aires,2021,10,"27,03","13,40","979,13","2,67","57,29"
SAAVEDRA_Buenos Aires,2021,11,"21,10","10,57","980,60","1,43","67,57"
SAAVEDRA_Buenos Aires,2021,12,"23,06","11,01","980,74","4,71","70,57"
SAAVEDRA_Buenos Aires,2021,13,"24,53","10,96","982,03","0,07","64,29"
SAAVEDRA_Buenos Aires,2021,14,"23,61","13,81","978,51","14,56","78,43"
SAAVEDRA_Buenos Aires,2021,15,"23,24","10,84","979,86","3,93","72,57"
SAAVEDRA_Buenos Aires,2021,16,"20,64","11,64","980,57","1,57","79,14"
SAAVEDRA_Buenos Aires,2021,17,"21,23","7,91","980,23","0,00","74,71"
SAAVEDRA_Buenos Aires,2021,18,"15,66","3,20","986,64","0,00","65,71"
SAAVEDRA_Buenos Aires,2021,19,"17,86","3,03","983,79","0,00","66,00"
SAAVEDRA_Buenos Aires,2021,20,"13,23","6,49","979,40","5,29","83,43"
SAAVEDRA_Buenos Aires,2021,21,"15,83","3,29","974,94","0,29","62,71"
SAAVEDRA_Buenos Aires,2021,22,"14,51","4,91","976,91","0,11","67,57"
SAAVEDRA_Buenos Aires,2021,23,"14,54","3,11","980,09","0,00","80,43"
SAAVEDRA_Buenos Aires,2021,24,"9,14","-0,34","990,60","0,00","77,00"
SAAVEDRA_Buenos Aires,2021,25,"10,69","3,61","980,61","0,99","82,29"
SAAVEDRA_Buenos Aires,2021,26,"11,89","0,46","984,84","0,00","68,29"
SAAVEDRA_Buenos Aires,2021,27,"15,27","2,57","979,73","0,29","75,43"
SAAVEDRA_Buenos Aires,2021,28,"13,01","-0,53","982,33","0,00","63,00"
SAAVEDRA_Buenos Aires,2021,29,"15,51","1,77","980,33","0,00","57,57"
SAAVEDRA_Buenos Aires,2021,30,"12,46","-0,21","987,67","0,11","56,43"
SAAVEDRA_Buenos Aires,2021,31,"17,73","2,73","985,16","0,00","59,00"
SAAVEDRA_Buenos Aires,2021,32,"14,01","-1,17","988,29","0,00","62,43"
SAAVEDRA_Buenos Aires,2021,33,"17,13","6,00","974,44","0,29","52,14"
SAAVEDRA_Buenos Aires,2021,34,"16,70","0,69","980,01","0,00","40,43"
SAAVEDRA_Buenos Aires,2021,35,"17,19","8,41","981,26","5,29","78,71"
SAAVEDRA_Buenos Aires,2021,36,"14,36","7,49","979,36","2,83","81,43"
SAAVEDRA_Buenos Aires,2021,37,"19,39","4,99","980,47","1,14","56,29"
SAAVEDRA_Buenos Aires,2021,38,"17,41","5,43","985,60","0,14","63,86"
SAAVEDRA_Buenos Aires,2021,39,"17,04","4,73","979,27","2,40","56,29"
SAAVEDRA_Buenos Aires,2021,40,"19,64","2,84","982,41","0,00","54,00"
SAAVEDRA_Buenos Aires,2021,41,"20,87","7,87","979,14","1,79","58,57"
SAAVEDRA_Buenos Aires,2021,42,"23,70","6,83","978,40","0,24","47,86"
SAAVEDRA_Buenos Aires,2021,43,"28,51","12,27","979,89","4,03","44,00"
SAAVEDRA_Buenos Aires,2021,44,"20,19","8,09","982,03","2,34","69,71"
SAAVEDRA_Buenos Aires,2021,45,"24,01","11,41","980,30","5,03","61,00"
SAAVEDRA_Buenos Aires,2021,46,"25,77","8,73","977,76","0,00","44,29"
SAAVEDRA_Buenos Aires,2021,47,"27,51","12,91","974,96","7,00","52,00"
SAAVEDRA_Buenos Aires,2021,48,"23,11","10,33","979,05","9,57","61,67"
SAAVEDRA_Buenos Aires,2021,49,"25,93","14,97","977,79","3,33","67,86"
SAAVEDRA_Buenos Aires,2021,50,"28,06","13,33","979,69","3,79","52,71"
SAAVEDRA_Buenos Aires,2021,51,"30,60","16,36","976,94","1,29","50,86"
SAAVEDRA_Buenos Aires,2021,52,"32,20","17,60","973,02","0,80","41,20"
SAN FERNANDO_Buenos Aires,2019,1,"28,88","19,57","1.009,30","4,12","64,83"
SAN FERNANDO_Buenos Aires,2019,2,"27,10","19,09","1.010,71","0,44","70,43"
SAN FERNANDO_Buenos Aires,2019,3,"25,63","17,43","1.015,84","4,71","73,57"
SAN FERNANDO_Buenos Aires,2019,4,"30,03","21,89","1.012,56","3,00","74,71"
SAN FERNANDO_Buenos Aires,2019,5,"30,17","21,60","1.013,17","9,40","68,14"
SAN FERNANDO_Buenos Aires,2019,6,"29,79","19,56","1.012,20","5,00","64,57"
SAN FERNANDO_Buenos Aires,2019,7,"26,00","15,99","1.016,80","1,57","66,71"
SAN FERNANDO_Buenos Aires,2019,8,"30,41","22,43","1.007,89","2,43","70,57"
SAN FERNANDO_Buenos Aires,2019,9,"25,10","13,96","1.013,87","7,00","58,14"
SAN FERNANDO_Buenos Aires,2019,10,"25,74","16,81","1.015,76","5,43","72,14"
SAN FERNANDO_Buenos Aires,2019,11,"25,01","17,50","1.014,39","4,57","79,43"
SAN FERNANDO_Buenos Aires,2019,12,"23,50","12,97","1.017,13","0,06","68,14"
SAN FERNANDO_Buenos Aires,2019,13,"24,94","14,46","1.021,03","0,00","72,71"
SAN FERNANDO_Buenos Aires,2019,14,"26,34","14,73","1.013,83","0,71","73,29"
SAN FERNANDO_Buenos Aires,2019,15,"25,54","13,44","1.015,29","1,14","72,71"
SAN FERNANDO_Buenos Aires,2019,16,"23,81","12,74","1.016,01","0,00","73,43"
SAN FERNANDO_Buenos Aires,2019,17,"20,69","13,47","1.018,50","2,59","81,71"
SAN FERNANDO_Buenos Aires,2019,18,"22,20","12,57","1.013,17","3,71","76,29"
SAN FERNANDO_Buenos Aires,2019,19,"19,81","11,81","1.016,49","3,29","79,71"
SAN FERNANDO_Buenos Aires,2019,20,"21,96","10,54","1.021,83","0,57","77,14"
SAN FERNANDO_Buenos Aires,2019,21,"18,13","8,10","1.017,44","2,86","77,14"
SAN FERNANDO_Buenos Aires,2019,22,"16,81","8,41","1.017,54","0,03","83,71"
SAN FERNANDO_Buenos Aires,2019,23,"19,67","7,79","1.018,60","1,14","75,14"
SAN FERNANDO_Buenos Aires,2019,24,"18,26","13,00","1.014,76","14,86","92,86"
SAN FERNANDO_Buenos Aires,2019,25,"17,49","10,37","1.016,53","11,14","85,86"
SAN FERNANDO_Buenos Aires,2019,26,"14,74","7,29","1.011,11","1,16","78,00"
SAN FERNANDO_Buenos Aires,2019,27,"12,01","1,36","1.020,40","0,00","67,43"
SAN FERNANDO_Buenos Aires,2019,28,"15,20","6,60","1.017,96","2,47","83,00"
SAN FERNANDO_Buenos Aires,2019,29,"18,94","7,40","1.016,84","2,31","77,57"
SAN FERNANDO_Buenos Aires,2019,30,"14,73","7,40","1.023,83","3,30","75,71"
SAN FERNANDO_Buenos Aires,2019,31,"16,96","6,63","1.019,84","0,00","66,86"
SAN FERNANDO_Buenos Aires,2019,32,"16,99","7,24","1.020,00","1,71","67,14"
SAN FERNANDO_Buenos Aires,2019,33,"14,61","6,09","1.022,96","3,29","72,43"
SAN FERNANDO_Buenos Aires,2019,34,"14,44","6,23","1.026,77","0,00","69,14"
SAN FERNANDO_Buenos Aires,2019,35,"20,81","10,33","1.016,84","0,43","71,00"
SAN FERNANDO_Buenos Aires,2019,36,"14,91","6,24","1.021,91","0,14","66,43"
SAN FERNANDO_Buenos Aires,2019,37,"17,96","9,93","1.016,60","2,71","77,29"
SAN FERNANDO_Buenos Aires,2019,38,"20,80","7,94","1.016,50","0,00","49,00"
SAN FERNANDO_Buenos Aires,2019,39,"25,14","10,96","1.019,66","0,00","58,86"
SAN FERNANDO_Buenos Aires,2019,40,"19,31","11,47","1.016,29","4,40","69,57"
SAN FERNANDO_Buenos Aires,2019,41,"24,30","14,57","1.012,26","14,29","69,43"
SAN FERNANDO_Buenos Aires,2019,42,"18,54","10,94","1.022,31","5,00","76,29"
SAN FERNANDO_Buenos Aires,2019,43,"25,51","12,96","1.013,31","2,57","59,57"
SAN FERNANDO_Buenos Aires,2019,44,"23,56","15,26","1.011,60","1,14","72,57"
SAN FERNANDO_Buenos Aires,2019,45,"25,84","15,90","1.013,93","0,71","68,00"
SAN FERNANDO_Buenos Aires,2019,46,"28,71","17,79","1.012,00","0,29","66,00"
SAN FERNANDO_Buenos Aires,2019,47,"29,60","19,10","1.014,93","2,29","61,71"
SAN FERNANDO_Buenos Aires,2019,48,"27,70","15,44","1.011,53","0,71","51,86"
SAN FERNANDO_Buenos Aires,2019,49,"26,81","14,60","1.012,37","0,29","51,29"
SAN FERNANDO_Buenos Aires,2019,50,"30,94","18,93","1.009,51","2,30","51,14"
SAN FERNANDO_Buenos Aires,2019,51,"28,50","16,33","1.011,36","1,29","60,43"
SAN FERNANDO_Buenos Aires,2019,52,"30,67","19,23","1.011,57","2,43","64,00"
SAN FERNANDO_Buenos Aires,2020,1,"27,56","20,01","1.012,09","10,43","72,71"
SAN FERNANDO_Buenos Aires,2020,2,"30,56","19,27","1.008,91","0,00","56,14"
SAN FERNANDO_Buenos Aires,2020,3,"29,06","18,93","1.013,39","8,86","60,43"
SAN FERNANDO_Buenos Aires,2020,4,"32,51","22,19","1.010,03","2,86","66,29"
SAN FERNANDO_Buenos Aires,2020,5,"29,11","16,45","1.012,86","0,02","58,43"
SAN FERNANDO_Buenos Aires,2020,6,"31,06","21,61","1.012,96","3,29","69,71"
SAN FERNANDO_Buenos Aires,2020,7,"29,37","18,11","1.013,30","0,04","66,43"
SAN FERNANDO_Buenos Aires,2020,8,"25,61","14,70","1.015,03","3,29","62,71"
SAN FERNANDO_Buenos Aires,2020,9,"29,91","17,40","1.014,03","0,00","63,86"
SAN FERNANDO_Buenos Aires,2020,10,"31,24","19,83","1.014,94","0,00","66,00"
SAN FERNANDO_Buenos Aires,2020,11,"26,63","20,00","1.014,37","15,60","80,57"
SAN FERNANDO_Buenos Aires,2020,12,"25,96","15,27","1.013,59","3,14","77,86"
SAN FERNANDO_Buenos Aires,2020,13,"28,46","19,63","1.014,50","0,00","75,71"
SAN FERNANDO_Buenos Aires,2020,14,"24,39","15,77","1.015,13","2,46","76,57"
SAN FERNANDO_Buenos Aires,2020,15,"21,13","10,47","1.021,50","0,00","70,57"
SAN FERNANDO_Buenos Aires,2020,16,"22,57","9,64","1.019,00","2,14","75,43"
SAN FERNANDO_Buenos Aires,2020,17,"22,96","16,24","1.016,59","2,14","80,57"
SAN FERNANDO_Buenos Aires,2020,18,"21,21","11,49","1.018,61","6,57","82,57"
SAN FERNANDO_Buenos Aires,2020,19,"19,87","9,03","1.016,56","0,43","75,86"
SAN FERNANDO_Buenos Aires,2020,20,"21,66","8,09","1.016,60","0,00","68,14"
SAN FERNANDO_Buenos Aires,2020,21,"20,90","11,23","1.016,17","0,00","77,43"
SAN FERNANDO_Buenos Aires,2020,22,"18,44","8,30","1.015,67","0,00","77,00"
SAN FERNANDO_Buenos Aires,2020,23,"16,17","7,66","1.020,23","0,00","86,00"
SAN FERNANDO_Buenos Aires,2020,24,"17,69","6,09","1.015,80","0,07","77,14"
SAN FERNANDO_Buenos Aires,2020,25,"20,39","11,16","1.012,06","4,57","80,14"
SAN FERNANDO_Buenos Aires,2020,26,"14,76","6,50","1.015,99","0,31","76,29"
SAN FERNANDO_Buenos Aires,2020,27,"13,33","5,73","1.015,20","4,86","80,43"
SAN FERNANDO_Buenos Aires,2020,28,"13,71","3,40","1.017,83","0,00","69,71"
SAN FERNANDO_Buenos Aires,2020,29,"16,90","5,63","1.017,44","0,00","68,71"
SAN FERNANDO_Buenos Aires,2020,30,"16,31","8,36","1.013,41","0,71","81,43"
SAN FERNANDO_Buenos Aires,2020,31,"16,87","4,49","1.022,51","0,00","70,29"
SAN FERNANDO_Buenos Aires,2020,32,"20,97","12,54","1.019,69","1,57","78,00"
SAN FERNANDO_Buenos Aires,2020,33,"17,83","3,63","1.013,54","0,00","53,00"
SAN FERNANDO_Buenos Aires,2020,34,"18,10","3,66","1.021,63","0,00","53,00"
SAN FERNANDO_Buenos Aires,2020,35,"18,91","11,26","1.014,36","0,29","74,57"
SAN FERNANDO_Buenos Aires,2020,36,"14,29","7,99","1.023,20","7,00","77,29"
SAN FERNANDO_Buenos Aires,2020,37,"19,37","7,79","1.017,66","0,00","72,14"
SAN FERNANDO_Buenos Aires,2020,38,"19,93","6,24","1.019,07","0,00","53,86"
SAN FERNANDO_Buenos Aires,2020,39,"20,32","10,40","1.016,37","6,86","72,71"
SAN FERNANDO_Buenos Aires,2020,40,"20,29","10,00","1.015,96","0,14","62,14"
SAN FERNANDO_Buenos Aires,2020,41,"21,33","10,46","1.015,19","0,07","64,71"
SAN FERNANDO_Buenos Aires,2020,42,"25,71","13,69","1.015,90","0,57","73,29"
SAN FERNANDO_Buenos Aires,2020,43,"21,50","15,56","1.016,23","11,44","84,29"
SAN FERNANDO_Buenos Aires,2020,44,"21,37","10,00","1.018,31","0,00","61,86"
SAN FERNANDO_Buenos Aires,2020,45,"24,31","14,93","1.019,59","0,00","65,71"
SAN FERNANDO_Buenos Aires,2020,46,"24,44","16,49","1.014,79","0,13","72,43"
SAN FERNANDO_Buenos Aires,2020,47,"26,93","14,93","1.015,53","0,86","61,29"
SAN FERNANDO_Buenos Aires,2020,48,"29,37","18,14","1.011,73","7,43","63,29"
SAN FERNANDO_Buenos Aires,2020,49,"25,30","14,80","1.016,60","1,14","59,14"
SAN FERNANDO_Buenos Aires,2020,50,"29,54","15,96","1.011,17","2,14","59,43"
SAN FERNANDO_Buenos Aires,2020,51,"27,50","15,57","1.009,00","0,86","58,86"
SAN FERNANDO_Buenos Aires,2020,52,"29,89","18,27","1.013,56","0,00","61,43"
SAN FERNANDO_Buenos Aires,2020,53,"31,14","18,81","1.011,30","0,01","56,57"
SAN FERNANDO_Buenos Aires,2021,1,"29,84","19,84","1.008,60","4,00","67,71"
SAN FERNANDO_Buenos Aires,2021,2,"27,01","17,61","1.012,09","3,30","65,43"
SAN FERNANDO_Buenos Aires,2021,3,"32,61","19,47","1.015,86","0,00","59,00"
SAN FERNANDO_Buenos Aires,2021,4,"28,86","19,90","1.006,93","16,86","68,57"
SAN FERNANDO_Buenos Aires,2021,5,"28,07","17,83","1.013,64","0,29","70,71"
SAN FERNANDO_Buenos Aires,2021,6,"26,31","18,91","1.013,11","10,34","82,00"
SAN FERNANDO_Buenos Aires,2021,7,"28,36","16,50","1.010,83","3,71","64,71"
SAN FERNANDO_Buenos Aires,2021,8,"29,40","19,09","1.014,24","2,86","71,00"
SAN FERNANDO_Buenos Aires,2021,9,"27,67","19,66","1.012,81","0,00","73,86"
SAN FERNANDO_Buenos Aires,2021,10,"29,16","17,37","1.014,29","0,00","67,14"
SAN FERNANDO_Buenos Aires,2021,11,"23,00","15,29","1.014,67","4,46","78,29"
SAN FERNANDO_Buenos Aires,2021,12,"25,13","16,39","1.013,86","9,50","85,14"
SAN FERNANDO_Buenos Aires,2021,13,"24,34","15,73","1.018,06","0,00","75,86"
SAN FERNANDO_Buenos Aires,2021,14,"25,64","18,97","1.012,86","6,86","85,71"
SAN FERNANDO_Buenos Aires,2021,15,"24,84","12,49","1.017,31","0,00","83,57"
SAN FERNANDO_Buenos Aires,2021,16,"24,40","15,91","1.016,94","2,14","79,29"
SAN FERNANDO_Buenos Aires,2021,17,"23,78","11,31","1.018,79","0,00","77,71"
SAN FERNANDO_Buenos Aires,2021,18,"18,50","8,19","1.022,51","2,43","75,57"
SAN FERNANDO_Buenos Aires,2021,19,"18,97","5,03","1.021,26","0,00","76,43"
SAN FERNANDO_Buenos Aires,2021,20,"16,51","9,63","1.013,00","9,57","84,43"
SAN FERNANDO_Buenos Aires,2021,21,"18,76","6,26","1.013,19","0,00","70,29"
SAN FERNANDO_Buenos Aires,2021,22,"18,13","8,44","1.014,00","0,00","71,57"
SAN FERNANDO_Buenos Aires,2021,23,"18,80","9,86","1.018,57","0,01","79,86"
SAN FERNANDO_Buenos Aires,2021,24,"12,64","2,97","1.026,73","0,00","78,57"
SAN FERNANDO_Buenos Aires,2021,25,"15,06","7,67","1.016,87","0,59","85,57"
SAN FERNANDO_Buenos Aires,2021,26,"14,09","3,40","1.023,40","0,00","76,43"
SAN FERNANDO_Buenos Aires,2021,27,"19,64","7,57","1.017,93","2,71","77,00"
SAN FERNANDO_Buenos Aires,2021,28,"15,44","7,74","1.017,71","0,43","78,71"
SAN FERNANDO_Buenos Aires,2021,29,"19,14","6,24","1.017,97","3,71","74,57"
SAN FERNANDO_Buenos Aires,2021,30,"14,86","2,74","1.024,83","0,00","67,29"
SAN FERNANDO_Buenos Aires,2021,31,"19,20","7,26","1.023,50","6,29","85,43"
SAN FERNANDO_Buenos Aires,2021,32,"13,61","3,63","1.025,56","0,04","81,43"
SAN FERNANDO_Buenos Aires,2021,33,"19,09","9,41","1.011,06","0,00","74,71"
SAN FERNANDO_Buenos Aires,2021,34,"18,47","5,37","1.017,94","0,00","65,00"
SAN FERNANDO_Buenos Aires,2021,35,"20,37","13,04","1.016,67","6,14","82,29"
SAN FERNANDO_Buenos Aires,2021,36,"18,19","12,76","1.011,80","8,23","84,57"
SAN FERNANDO_Buenos Aires,2021,37,"21,53","10,43","1.017,00","0,00","66,71"
SAN FERNANDO_Buenos Aires,2021,38,"19,14","11,29","1.021,37","0,14","73,29"
SAN FERNANDO_Buenos Aires,2021,39,"19,24","11,56","1.015,33","2,46","77,29"
SAN FERNANDO_Buenos Aires,2021,40,"19,47","9,87","1.018,91","0,00","62,71"
SAN FERNANDO_Buenos Aires,2021,41,"21,17","11,49","1.015,30","0,43","71,43"
SAN FERNANDO_Buenos Aires,2021,42,"24,69","11,67","1.015,37","0,93","64,71"
SAN FERNANDO_Buenos Aires,2021,43,"31,73","17,04","1.015,59","0,00","58,71"
SAN FERNANDO_Buenos Aires,2021,44,"23,56","15,39","1.015,84","0,66","75,14"
SAN FERNANDO_Buenos Aires,2021,45,"26,23","15,37","1.016,77","4,29","67,29"
SAN FERNANDO_Buenos Aires,2021,46,"28,13","13,50","1.013,29","0,14","58,86"
SAN FERNANDO_Buenos Aires,2021,47,"28,84","17,40","1.009,17","5,43","61,57"
SAN FERNANDO_Buenos Aires,2021,48,"25,37","17,33","1.014,00","0,00","67,00"
SAN FERNANDO_Buenos Aires,2021,49,"27,77","18,74","1.013,97","0,11","68,14"
SAN FERNANDO_Buenos Aires,2021,50,"27,61","18,66","1.014,66","0,86","65,00"
SAN FERNANDO_Buenos Aires,2021,51,"31,21","20,96","1.011,37","0,34","62,43"
SAN FERNANDO_Buenos Aires,2021,52,"34,20","22,36","1.008,80","2,00","53,80"
SAN JAVIER_Córdoba,2019,1,"33,47","19,27","943,47","9,00","58,00"
SAN JAVIER_Córdoba,2019,2,"29,53","16,00","945,53","1,14","64,86"
SAN JAVIER_Córdoba,2019,3,"28,60","14,69","950,11","7,00","68,86"
SAN JAVIER_Córdoba,2019,4,"35,67","22,67","945,46","4,49","60,86"
SAN JAVIER_Córdoba,2019,5,"32,69","20,79","948,49","2,14","70,71"
SAN JAVIER_Córdoba,2019,6,"32,69","18,14","946,66","8,00","60,86"
SAN JAVIER_Córdoba,2019,7,"28,16","14,60","950,54","0,03","70,00"
SAN JAVIER_Córdoba,2019,8,"35,11","21,59","942,96","0,00","55,57"
SAN JAVIER_Córdoba,2019,9,"31,04","16,39","948,03","3,86","56,71"
SAN JAVIER_Córdoba,2019,10,"26,63","16,39","949,57","0,86","76,71"
SAN JAVIER_Córdoba,2019,11,"25,81","14,31","949,19","8,51","79,43"
SAN JAVIER_Córdoba,2019,12,"24,80","12,20","951,67","0,01","72,29"
SAN JAVIER_Córdoba,2019,13,"22,16","15,47","953,19","4,81","85,86"
SAN JAVIER_Córdoba,2019,14,"26,26","12,77","950,27","2,29","75,57"
SAN JAVIER_Córdoba,2019,15,"27,89","13,24","949,41","0,00","60,71"
SAN JAVIER_Córdoba,2019,16,"24,73","13,71","949,21","7,57","80,00"
SAN JAVIER_Córdoba,2019,17,"19,70","11,90","952,10","4,57","87,14"
SAN JAVIER_Córdoba,2019,18,"24,03","12,30","947,51","0,29","76,14"
SAN JAVIER_Córdoba,2019,19,"21,79","10,96","950,83","0,39","79,00"
SAN JAVIER_Córdoba,2019,20,"21,20","8,67","953,49","0,00","67,57"
SAN JAVIER_Córdoba,2019,21,"16,31","5,91","952,10","1,29","75,00"
SAN JAVIER_Córdoba,2019,22,"16,94","6,19","950,34","0,00","82,29"
SAN JAVIER_Córdoba,2019,23,"20,50","6,56","950,83","0,00","66,43"
SAN JAVIER_Córdoba,2019,24,"16,84","7,91","949,99","0,33","80,71"
SAN JAVIER_Córdoba,2019,25,"19,34","4,89","951,74","0,04","71,29"
SAN JAVIER_Córdoba,2019,26,"18,39","2,86","946,29","0,03","56,00"
SAN JAVIER_Córdoba,2019,27,"16,16","0,73","953,83","0,00","63,29"
SAN JAVIER_Córdoba,2019,28,"20,04","6,46","950,27","0,00","69,14"
SAN JAVIER_Córdoba,2019,29,"21,64","7,97","949,04","0,00","62,14"
SAN JAVIER_Córdoba,2019,30,"15,86","4,27","956,81","0,00","56,57"
SAN JAVIER_Córdoba,2019,31,"20,01","3,97","954,67","0,00","51,00"
SAN JAVIER_Córdoba,2019,32,"20,31","5,63","952,66","0,00","38,00"
SAN JAVIER_Córdoba,2019,33,"20,77","3,54","954,31","0,00","46,86"
SAN JAVIER_Córdoba,2019,34,"21,66","6,26","955,54","0,00","55,43"
SAN JAVIER_Córdoba,2019,35,"25,73","10,57","949,83","0,00","47,57"
SAN JAVIER_Córdoba,2019,36,"19,96","4,27","952,47","0,07","43,29"
SAN JAVIER_Córdoba,2019,37,"21,91","6,46","949,64","0,80","62,71"
SAN JAVIER_Córdoba,2019,38,"23,43","6,86","951,49","0,00","28,43"
SAN JAVIER_Córdoba,2019,39,"31,89","14,50","950,27","0,00","30,29"
SAN JAVIER_Córdoba,2019,40,"24,96","7,97","949,06","0,01","40,86"
SAN JAVIER_Córdoba,2019,41,"33,01","16,86","944,81","0,14","42,00"
SAN JAVIER_Córdoba,2019,42,"22,23","9,59","954,10","1,74","68,57"
SAN JAVIER_Córdoba,2019,43,"31,19","15,17","946,36","0,00","46,71"
SAN JAVIER_Córdoba,2019,44,"31,14","15,96","944,54","0,00","40,86"
SAN JAVIER_Córdoba,2019,45,"31,63","16,47","946,67","0,79","49,86"
SAN JAVIER_Córdoba,2019,46,"34,31","20,23","945,46","3,14","46,14"
SAN JAVIER_Córdoba,2019,47,"33,51","19,77","946,66","2,59","59,00"
SAN JAVIER_Córdoba,2019,48,"31,04","15,87","945,31","7,29","48,71"
SAN JAVIER_Córdoba,2019,49,"29,17","14,94","947,84","3,80","53,14"
SAN JAVIER_Córdoba,2019,50,"32,86","18,31","945,16","2,00","43,57"
SAN JAVIER_Córdoba,2019,51,"32,67","16,51","946,17","0,11","42,86"
SAN JAVIER_Córdoba,2019,52,"35,49","20,46","944,47","4,00","50,86"
SAN JAVIER_Córdoba,2020,1,"35,00","19,36","946,33","0,00","54,86"
SAN JAVIER_Córdoba,2020,2,"33,54","18,44","943,71","2,63","51,29"
SAN JAVIER_Córdoba,2020,3,"34,40","20,50","946,44","0,86","47,43"
SAN JAVIER_Córdoba,2020,4,"36,26","20,23","946,49","1,57","54,14"
SAN JAVIER_Córdoba,2020,5,"33,47","17,54","947,19","1,56","53,00"
SAN JAVIER_Córdoba,2020,6,"31,46","21,36","946,76","25,86","73,00"
SAN JAVIER_Córdoba,2020,7,"30,63","19,39","946,79","0,31","69,43"
SAN JAVIER_Córdoba,2020,8,"28,56","15,97","949,94","0,67","61,00"
SAN JAVIER_Córdoba,2020,9,"31,17","15,56","949,50","2,86","54,29"
SAN JAVIER_Córdoba,2020,10,"33,93","18,14","947,81","0,00","51,43"
SAN JAVIER_Córdoba,2020,11,"32,40","19,97","946,84","1,37","62,00"
SAN JAVIER_Córdoba,2020,12,"29,84","16,31","947,83","0,33","68,00"
SAN JAVIER_Córdoba,2020,13,"29,13","16,60","948,01","10,29","74,14"
SAN JAVIER_Córdoba,2020,14,"25,49","14,84","950,21","0,86","74,29"
SAN JAVIER_Córdoba,2020,15,"23,27","12,60","953,57","1,14","61,86"
SAN JAVIER_Córdoba,2020,16,"25,84","10,14","953,64","0,00","63,57"
SAN JAVIER_Córdoba,2020,17,"28,23","16,33","948,31","0,29","63,29"
SAN JAVIER_Córdoba,2020,18,"24,29","10,80","952,17","0,13","65,43"
SAN JAVIER_Córdoba,2020,19,"22,03","5,84","951,04","0,00","60,14"
SAN JAVIER_Córdoba,2020,20,"23,50","7,04","952,29","0,00","53,86"
SAN JAVIER_Córdoba,2020,21,"20,39","7,24","952,41","0,00","55,86"
SAN JAVIER_Córdoba,2020,22,"21,99","6,00","951,56","0,00","52,86"
SAN JAVIER_Córdoba,2020,23,"17,89","3,34","953,27","0,00","60,86"
SAN JAVIER_Córdoba,2020,24,"20,69","5,67","949,34","0,00","66,86"
SAN JAVIER_Córdoba,2020,25,"21,10","5,99","945,27","0,00","56,71"
SAN JAVIER_Córdoba,2020,26,"16,17","2,79","949,11","0,00","57,29"
SAN JAVIER_Córdoba,2020,27,"15,99","1,16","949,70","0,00","61,29"
SAN JAVIER_Córdoba,2020,28,"15,01","1,49","950,49","0,00","60,57"
SAN JAVIER_Córdoba,2020,29,"20,44","3,76","949,44","0,00","61,57"
SAN JAVIER_Córdoba,2020,30,"14,91","3,41","951,09","0,00","61,71"
SAN JAVIER_Córdoba,2020,31,"21,13","2,40","953,94","0,00","42,14"
SAN JAVIER_Córdoba,2020,32,"25,27","9,93","951,69","0,00","48,29"
SAN JAVIER_Córdoba,2020,33,"19,56","2,10","948,50","0,00","35,00"
SAN JAVIER_Córdoba,2020,34,"19,56","2,29","953,93","0,00","33,00"
SAN JAVIER_Córdoba,2020,35,"23,50","7,91","947,17","0,00","43,43"
SAN JAVIER_Córdoba,2020,36,"19,44","6,97","954,21","0,00","50,71"
SAN JAVIER_Córdoba,2020,37,"24,89","10,69","949,69","0,00","42,29"
SAN JAVIER_Córdoba,2020,38,"25,33","7,49","952,63","0,00","26,29"
SAN JAVIER_Córdoba,2020,39,"29,01","11,91","948,66","0,00","37,00"
SAN JAVIER_Córdoba,2020,40,"25,91","9,23","947,13","0,00","29,14"
SAN JAVIER_Córdoba,2020,41,"28,17","9,93","949,70","0,00","32,57"
SAN JAVIER_Córdoba,2020,42,"31,76","14,90","948,37","0,67","39,86"
SAN JAVIER_Córdoba,2020,43,"28,71","15,86","947,26","3,86","64,71"
SAN JAVIER_Córdoba,2020,44,"27,89","9,87","950,96","0,00","35,00"
